企业ID,行业名称,经营年份,注册金额（万元）,所在城市,城市等级,企业信用评分,月均营收（万元）,月均成本（万元）,员工人数,是否通过贷款,零售品类,门店面积（㎡）,月均客流量（人）
RETL-202512-471013,零售行业,2.0,252.4,南京,新一线城市,721.0,145.8,115.5,35,通过,便利店,221.9,3196
RETL-202512-181993,零售行业,14.0,14.5,青岛,二线城市,765.0,376.0,305.6,12,通过,服饰零售,155.1,8518
RETL-202512-847401,零售行业,12.0,258.8,厦门,二线城市,403.0,96.3,68.2,57,通过,美妆零售,405.7,7157
RETL-202512-347045,零售行业,4.0,210.9,武汉,新一线城市,496.0,250.9,152.1,6,拒绝,便利店,223.1,1363
RETL-202512-366616,零售行业,4.0,202.0,盐城,三线及以下,576.0,452.8,328.6,12,拒绝,文具零售,366.7,4476
RETL-202512-458853,零售行业,10.0,424.4,大连,二线城市,725.0,316.2,227.5,12,通过,服饰零售,56.2,8377
RETL-202512-610725,零售行业,10.0,433.8,常州,三线及以下,594.0,172.5,137.5,8,通过,综合商超,602.6,4327
RETL-202512-512502,零售行业,12.0,441.8,大连,二线城市,596.0,93.1,59.3,36,通过,服饰零售,522.3,4343
RETL-202512-628229,零售行业,6.0,21.7,保定,三线及以下,332.0,74.4,59.9,16,通过,文具零售,494.7,4213
RETL-202512-829072,零售行业,3.0,20.1,常州,三线及以下,442.0,119.5,99.4,35,拒绝,家电零售,773.6,9000
RETL-202512-330171,零售行业,7.0,466.9,盐城,三线及以下,923.0,,,45,通过,美妆零售,538.1,8202
RETL-202512-154750,零售行业,2.0,107.8,大连,二线城市,411.0,546.2,392.6,113,通过,生鲜零售,1352.1,39203
RETL-202512-378649,零售行业,6.0,246.6,深圳,一线城市,781.0,100.2,64.3,15,拒绝,文具零售,210.2,7944
RETL-202512-964638,零售行业,11.0,462.8,盐城,三线及以下,782.0,377.0,302.9,30,拒绝,生鲜零售,99.1,5829
RETL-202512-419432,零售行业,2.0,36.1,广州,一线城市,583.0,21.4,13.2,41,拒绝,服饰零售,389.9,4251
RETL-202512-017883,零售行业,9.0,70.3,潍坊,三线及以下,725.0,473.0,301.2,48,通过,家电零售,558.8,2841
RETL-202512-273745,零售行业,5.0,216.8,宁波,二线城市,947.0,211.5,128.7,25,通过,综合商超,470.5,8927
RETL-202512-005258,零售行业,5.0,302.0,长沙,二线城市,856.0,172.1,106.6,30,拒绝,文具零售,483.4,8880
RETL-202512-642223,零售行业,20.0,38.4,天津,新一线城市,871.0,5000.0,3645.9,82,通过,文具零售,1400.3,44962
RETL-202512-663900,零售行业,14.0,376.0,宁波,二线城市,,329.8,206.1,6,通过,生鲜零售,383.3,4139
RETL-202512-137939,零售行业,2.0,237.7,潍坊,三线及以下,939.0,142.5,164.5,51,通过,美妆零售,179.1,2054
RETL-202512-327757,零售行业,12.0,295.0,杭州,新一线城市,887.0,208.8,162.2,50,通过,便利店,245.2,6038
RETL-202512-186795,零售行业,2.0,122.3,上海,一线城市,376.0,278.1,223.1,53,通过,文具零售,187.9,6364
RETL-202512-250966,零售行业,,196.3,哈尔滨,二线城市,945.0,,,11,通过,美妆零售,430.6,3247
RETL-202512-625226,零售行业,8.0,239.7,沈阳,二线城市,440.0,387.8,322.4,47,通过,便利店,613.5,2083
RETL-202512-477503,零售行业,7.0,333.5,宁波,二线城市,832.0,283.3,231.8,27,通过,综合商超,666.8,9647
RETL-202512-395100,零售行业,11.0,84.7,苏州,新一线城市,848.0,163.5,136.3,7,通过,生鲜零售,521.9,8378
RETL-202512-315619,零售行业,11.0,278.1,潍坊,三线及以下,852.0,307.3,223.6,46,通过,文具零售,406.1,7582
RETL-202512-761873,零售行业,12.0,469.2,潍坊,三线及以下,485.0,624.4,517.7,97,通过,家电零售,1225.6,38909
RETL-202512-108351,零售行业,14.0,,重庆,新一线城市,746.0,192.2,163.2,28,通过,便利店,711.7,6330
RETL-202512-611446,零售行业,3.0,305.6,杭州,新一线城市,344.0,943.5,707.5,110,通过,综合商超,1179.7,32176
RETL-202512-296292,零售行业,10.0,371.8,重庆,新一线城市,929.0,371.0,311.2,47,拒绝,便利店,502.1,9507
RETL-202512-243499,零售行业,11.0,122.7,哈尔滨,二线城市,329.0,95.4,61.0,47,通过,综合商超,53.4,2773
RETL-202512-171318,零售行业,10.0,116.1,阜阳,三线及以下,855.0,399.2,338.1,44,通过,家电零售,577.6,1891
RETL-202512-528731,零售行业,6.0,,南京,新一线城市,651.0,73.2,45.2,21,通过,综合商超,432.8,9914
RETL-202512-137019,零售行业,8.0,390.4,北京,一线城市,889.0,181.2,118.4,60,拒绝,文具零售,616.0,3923
RETL-202512-014690,零售行业,9.0,46.4,常州,三线及以下,891.0,616.0,399.0,108,通过,服饰零售,893.5,33656
RETL-202512-656428,零售行业,3.0,439.7,济南,二线城市,1100.0,295.3,239.6,19,通过,生鲜零售,702.2,3059
RETL-202512-683642,零售行业,1.0,91.8,长沙,二线城市,511.0,319.1,233.8,35,通过,美妆零售,564.1,7332
RETL-202512-739691,零售行业,15.0,341.0,长沙,二线城市,859.0,79.4,51.6,28,通过,便利店,534.2,6995
RETL-202512-126710,零售行业,5.0,296.0,南京,新一线城市,604.0,197.6,126.3,43,通过,美妆零售,550.0,6957
RETL-202512-728559,零售行业,2.0,267.2,成都,新一线城市,541.0,889.4,602.2,110,通过,服饰零售,802.2,40513
RETL-202512-258719,零售行业,2.0,128.3,常州,三线及以下,841.0,111.7,92.7,54,通过,文具零售,427.2,3025
RETL-202512-226740,零售行业,7.0,449.9,杭州,新一线城市,368.0,118.4,80.8,43,通过,文具零售,783.7,6324
RETL-202512-027012,零售行业,5.0,226.1,深圳,一线城市,437.0,257.4,197.0,45,通过,美妆零售,730.6,7989
RETL-202512-402326,零售行业,14.0,403.3,阜阳,三线及以下,806.0,213.7,159.1,38,通过,美妆零售,703.2,4843
RETL-202512-027459,零售行业,11.0,159.2,杭州,新一线城市,697.0,152.7,103.4,11,通过,生鲜零售,435.3,1302
RETL-202512-416687,零售行业,6.0,100.8,大连,二线城市,504.0,299.4,217.3,53,通过,生鲜零售,380.4,1218
RETL-202512-773012,零售行业,15.0,372.5,潍坊,三线及以下,354.0,636.8,479.8,80,通过,综合商超,1243.9,39527
RETL-202512-542496,零售行业,10.0,73.4,苏州,新一线城市,678.0,420.4,278.1,60,通过,服饰零售,518.1,8801
RETL-202512-198388,零售行业,3.0,426.1,盐城,三线及以下,334.0,688.8,461.7,72,通过,便利店,1274.5,45716
RETL-202512-536105,零售行业,5.0,183.4,深圳,一线城市,600.0,97.7,78.8,22,通过,综合商超,410.8,4587
RETL-202512-825897,零售行业,,72.6,苏州,新一线城市,487.0,187.2,150.8,16,通过,文具零售,306.3,6102
RETL-202512-747891,零售行业,5.0,409.2,阜阳,三线及以下,856.0,75.1,54.9,35,通过,综合商超,270.4,5285
RETL-202512-175112,零售行业,15.0,302.5,保定,三线及以下,878.0,118.7,85.6,33,通过,家电零售,303.6,7000
RETL-202512-456536,零售行业,10.0,22.7,青岛,二线城市,873.0,736.2,453.1,117,通过,家电零售,942.2,44708
RETL-202512-842541,零售行业,3.0,115.9,重庆,新一线城市,430.0,362.8,254.5,15,通过,美妆零售,77.5,2750
RETL-202512-238010,零售行业,5.0,180.8,厦门,二线城市,746.0,239.1,184.5,30,通过,综合商超,479.4,6105
RETL-202512-759657,零售行业,10.0,224.1,盐城,三线及以下,919.0,84.6,55.1,22,通过,服饰零售,386.1,6212
RETL-202512-889419,零售行业,12.0,496.4,杭州,新一线城市,593.0,140.3,104.9,19,通过,美妆零售,539.7,5964
RETL-202512-932060,零售行业,10.0,183.7,唐山,三线及以下,705.0,314.0,249.5,57,通过,综合商超,451.1,6151
RETL-202512-215936,零售行业,2.0,230.8,厦门,二线城市,880.0,11.9,7.9,32,通过,服饰零售,676.9,3200
RETL-202512-388914,零售行业,9.0,297.9,成都,新一线城市,342.0,35.4,23.5,50,通过,生鲜零售,786.2,3835
RETL-202512-616624,零售行业,7.0,45.3,青岛,二线城市,922.0,51.9,38.6,33,通过,服饰零售,333.7,5884
RETL-202512-328141,零售行业,1.0,85.6,长沙,二线城市,,543.7,329.9,60,拒绝,综合商超,1108.9,15909
RETL-202512-509762,零售行业,9.0,113.3,重庆,新一线城市,750.0,539.0,327.9,112,通过,综合商超,841.8,49960
RETL-202512-852852,零售行业,,304.3,邯郸,三线及以下,450.0,290.7,229.9,49,通过,服饰零售,341.3,5015
RETL-202512-681167,零售行业,3.0,48.6,天津,新一线城市,522.0,200.2,138.6,28,拒绝,美妆零售,585.6,7589
RETL-202512-221127,零售行业,13.0,324.8,盐城,三线及以下,652.0,243.2,173.9,56,通过,生鲜零售,515.6,5924
RETL-202512-548875,零售行业,10.0,86.1,深圳,一线城市,603.0,142.2,107.8,54,通过,便利店,181.6,6573
RETL-202512-541338,零售行业,,456.3,广州,一线城市,808.0,217.4,163.6,13,通过,服饰零售,249.8,9968
RETL-202512-607325,零售行业,13.0,253.8,西安,新一线城市,476.0,110.3,91.6,17,通过,便利店,453.0,5003
RETL-202512-894976,零售行业,2.0,68.0,重庆,新一线城市,723.0,330.5,250.9,17,通过,综合商超,131.3,1429
RETL-202512-821981,零售行业,4.0,240.9,泉州,三线及以下,659.0,12.7,7.8,23,通过,生鲜零售,514.7,1775
RETL-202512-839027,零售行业,3.0,423.7,邯郸,三线及以下,407.0,316.2,250.5,36,通过,美妆零售,301.5,2572
RETL-202512-780182,零售行业,7.0,230.1,天津,新一线城市,553.0,232.7,147.2,59,通过,服饰零售,575.8,3573
RETL-202512-575063,零售行业,1.0,201.1,潍坊,三线及以下,379.0,349.3,293.9,8,通过,文具零售,261.4,9215
RETL-202512-356884,零售行业,11.0,429.6,沈阳,二线城市,891.0,300.3,194.7,22,拒绝,美妆零售,552.7,8360
RETL-202512-657145,零售行业,5.0,411.9,潍坊,三线及以下,581.0,272.3,167.3,38,通过,综合商超,402.4,5705
RETL-202512-850787,零售行业,,66.0,泉州,三线及以下,901.0,82.0,59.9,9,通过,服饰零售,576.7,5208
RETL-202512-032507,零售行业,,120.5,成都,新一线城市,646.0,329.9,264.5,21,通过,便利店,86.4,5042
RETL-202512-635069,零售行业,14.0,340.2,杭州,新一线城市,427.0,380.0,251.3,28,通过,服饰零售,588.0,2150
RETL-202512-991293,零售行业,14.0,353.2,青岛,二线城市,1100.0,395.4,316.7,14,通过,综合商超,393.2,3760
RETL-202512-128622,零售行业,5.0,321.6,盐城,三线及以下,1100.0,186.3,112.4,45,通过,便利店,305.0,3035
RETL-202512-557489,零售行业,13.0,169.0,常州,三线及以下,752.0,729.6,530.8,77,通过,生鲜零售,1242.5,48556
RETL-202512-547623,零售行业,6.0,318.5,天津,新一线城市,372.0,161.2,125.9,31,通过,服饰零售,643.1,9822
RETL-202512-924830,零售行业,15.0,247.3,上海,一线城市,394.0,196.9,119.9,20,通过,美妆零售,188.6,3603
RETL-202512-167947,零售行业,12.0,425.6,天津,新一线城市,752.0,210.0,164.3,60,通过,便利店,311.7,3954
RETL-202512-611172,零售行业,,148.0,长沙,二线城市,437.0,290.4,238.6,42,通过,文具零售,392.9,2500
RETL-202512-281787,零售行业,14.0,122.4,北京,一线城市,449.0,126.9,89.1,19,通过,便利店,288.9,8851
RETL-202512-909214,零售行业,,116.4,哈尔滨,二线城市,332.0,31.9,25.3,17,拒绝,文具零售,222.6,7251
RETL-202512-455541,零售行业,4.0,321.2,成都,新一线城市,392.0,714.8,558.2,110,通过,家电零售,924.3,41979
RETL-202512-662035,零售行业,10.0,220.3,成都,新一线城市,649.0,283.4,240.6,42,通过,美妆零售,327.9,2765
RETL-202512-920495,零售行业,8.0,147.8,北京,一线城市,318.0,163.1,118.7,52,通过,服饰零售,65.6,9344
RETL-202512-382107,零售行业,5.0,395.2,济南,二线城市,461.0,186.7,146.1,33,通过,美妆零售,718.8,6939
RETL-202512-497650,零售行业,6.0,166.5,沈阳,二线城市,865.0,984.5,658.7,61,通过,服饰零售,1435.9,33510
RETL-202512-192042,零售行业,6.0,350.9,天津,新一线城市,452.0,239.5,175.2,18,通过,综合商超,133.2,1132
RETL-202512-783689,零售行业,9.0,59.2,潍坊,三线及以下,447.0,511.9,431.2,101,通过,综合商超,1396.2,44971
RETL-202512-851663,零售行业,3.0,478.9,青岛,二线城市,884.0,946.9,621.5,85,通过,服饰零售,1420.8,16896
RETL-202512-884571,零售行业,15.0,464.1,常州,三线及以下,891.0,850.2,626.0,103,通过,综合商超,1259.7,32600
RETL-202512-065611,零售行业,,374.7,天津,新一线城市,865.0,194.3,131.0,10,通过,便利店,495.1,9823
RETL-202512-136713,零售行业,10.0,410.9,苏州,新一线城市,387.0,371.4,303.5,49,通过,文具零售,115.7,8373
RETL-202512-309674,零售行业,,23.3,保定,三线及以下,684.0,653.9,452.7,80,通过,生鲜零售,913.6,11669
RETL-202512-247739,零售行业,11.0,369.8,武汉,新一线城市,885.0,538.1,334.6,115,拒绝,家电零售,917.6,39247
RETL-202512-452075,零售行业,4.0,11.4,邯郸,三线及以下,436.0,341.0,278.5,14,通过,文具零售,687.1,7898
RETL-202512-153940,零售行业,2.0,318.9,大连,二线城市,601.0,725.1,524.3,118,通过,服饰零售,1195.8,27337
RETL-202512-937196,零售行业,9.0,374.1,盐城,三线及以下,872.0,73.8,59.4,29,通过,文具零售,794.4,7108
RETL-202512-514056,零售行业,4.0,167.9,杭州,新一线城市,854.0,219.3,184.5,59,通过,生鲜零售,57.2,6716
RETL-202512-206639,零售行业,9.0,51.6,泉州,三线及以下,736.0,918.0,567.2,66,通过,综合商超,999.5,12162
RETL-202512-253638,零售行业,5.0,359.4,杭州,新一线城市,561.0,924.1,560.6,119,通过,服饰零售,1042.7,33088
RETL-202512-690114,零售行业,12.0,219.9,泉州,三线及以下,587.0,284.3,175.6,25,通过,服饰零售,185.9,9598
RETL-202512-629523,零售行业,11.0,99.9,深圳,一线城市,840.0,197.5,149.9,12,通过,便利店,491.8,4918
RETL-202512-468390,零售行业,14.0,184.0,青岛,二线城市,722.0,63.8,44.3,41,通过,文具零售,645.0,2706
RETL-202512-459330,零售行业,4.0,0.0,厦门,二线城市,870.0,324.8,263.1,49,通过,生鲜零售,414.7,2674
RETL-202512-714366,零售行业,15.0,365.6,常州,三线及以下,316.0,229.9,191.6,52,通过,家电零售,761.4,4173
RETL-202512-432013,零售行业,2.0,464.6,厦门,二线城市,572.0,242.2,174.2,16,通过,综合商超,308.2,1892
RETL-202512-729202,零售行业,10.0,246.7,深圳,一线城市,536.0,,,19,通过,家电零售,555.8,4732
RETL-202512-045771,零售行业,15.0,303.0,济南,二线城市,833.0,952.6,781.1,87,拒绝,生鲜零售,1146.9,32571
RETL-202512-169237,零售行业,14.0,287.3,阜阳,三线及以下,1050.0,353.2,240.5,13,通过,生鲜零售,294.6,8903
RETL-202512-761452,零售行业,2.0,,深圳,一线城市,685.0,757.0,578.5,112,通过,便利店,919.0,23402
RETL-202512-507295,零售行业,13.0,194.6,上海,一线城市,713.0,395.0,248.9,37,通过,美妆零售,177.2,5983
RETL-202512-958101,零售行业,14.0,126.7,广州,一线城市,898.0,85.0,91.4,7,通过,便利店,653.4,6429
RETL-202512-625300,零售行业,7.0,177.6,常州,三线及以下,756.0,171.1,123.2,34,通过,美妆零售,51.4,5739
RETL-202512-256571,零售行业,11.0,488.5,潍坊,三线及以下,712.0,169.5,105.5,60,通过,服饰零售,419.4,8303
RETL-202512-453436,零售行业,2.0,43.0,北京,一线城市,408.0,242.5,168.1,41,通过,家电零售,155.9,4762
RETL-202512-694286,零售行业,10.0,333.3,沈阳,二线城市,344.0,778.4,560.9,102,通过,美妆零售,1453.9,21452
RETL-202512-751956,零售行业,12.0,167.0,厦门,二线城市,647.0,144.8,111.7,37,通过,服饰零售,334.4,7667
RETL-202512-358291,零售行业,8.0,361.7,盐城,三线及以下,576.0,104.0,79.0,31,通过,家电零售,111.1,6790
RETL-202512-280614,零售行业,13.0,307.2,宁波,二线城市,466.0,208.5,140.4,56,通过,便利店,641.6,6067
RETL-202512-980427,零售行业,11.0,224.9,邯郸,三线及以下,340.0,263.4,186.3,21,通过,文具零售,665.4,2831
RETL-202512-385066,零售行业,3.0,101.2,潍坊,三线及以下,693.0,340.3,226.3,56,通过,家电零售,555.3,6841
RETL-202512-460369,零售行业,13.0,110.5,深圳,一线城市,853.0,286.3,217.7,20,拒绝,综合商超,472.2,8384
RETL-202512-802349,零售行业,30.0,388.5,重庆,新一线城市,750.0,224.2,139.5,14,通过,文具零售,36.1,9174
RETL-202512-505268,零售行业,7.0,246.8,沈阳,二线城市,495.0,183.1,155.4,19,通过,便利店,409.9,4080
RETL-202512-531895,零售行业,2.0,374.8,宁波,二线城市,312.0,699.5,423.2,75,通过,文具零售,1209.1,10683
RETL-202512-701955,零售行业,5.0,398.7,哈尔滨,二线城市,801.0,718.3,436.7,69,通过,服饰零售,804.2,32478
RETL-202512-971147,零售行业,2.0,146.5,上海,一线城市,626.0,244.7,185.8,20,通过,家电零售,352.4,9144
RETL-202512-273518,零售行业,30.0,326.9,保定,三线及以下,563.0,504.1,359.6,91,通过,生鲜零售,1434.3,27096
RETL-202512-373123,零售行业,9.0,332.1,长沙,二线城市,921.0,386.8,299.2,18,拒绝,美妆零售,671.2,5902
RETL-202512-785646,零售行业,7.0,40.8,长沙,二线城市,866.0,204.2,151.1,23,通过,家电零售,242.4,9340
RETL-202512-077309,零售行业,0.0,386.7,上海,一线城市,858.0,375.5,285.8,33,通过,美妆零售,213.0,9037
RETL-202512-134847,零售行业,11.0,168.2,杭州,新一线城市,750.0,166.1,119.5,19,通过,生鲜零售,240.9,5590
RETL-202512-419521,零售行业,4.0,100.3,武汉,新一线城市,691.0,282.3,232.7,34,通过,综合商超,65.0,7921
RETL-202512-867507,零售行业,7.0,67.8,济南,二线城市,359.0,460.0,362.5,7,通过,文具零售,41.5,5094
RETL-202512-699972,零售行业,3.0,489.9,北京,一线城市,874.0,244.1,185.4,25,通过,便利店,127.9,9788
RETL-202512-699930,零售行业,12.0,295.9,保定,三线及以下,605.0,176.8,114.7,50,拒绝,文具零售,165.0,7839
RETL-202512-422982,零售行业,7.0,497.7,武汉,新一线城市,449.0,494.9,327.7,10,拒绝,综合商超,391.0,6296
RETL-202512-296153,零售行业,1.0,329.2,重庆,新一线城市,556.0,156.3,127.6,40,通过,生鲜零售,364.9,9151
RETL-202512-925349,零售行业,12.0,398.5,唐山,三线及以下,637.0,347.6,265.8,10,通过,服饰零售,570.0,4955
RETL-202512-414799,零售行业,8.0,477.5,天津,新一线城市,356.0,213.6,148.6,51,通过,便利店,762.8,6415
RETL-202512-089856,零售行业,,496.3,长沙,二线城市,619.0,194.7,131.2,50,通过,服饰零售,731.7,5568
RETL-202512-335512,零售行业,4.0,223.7,宁波,二线城市,532.0,267.4,216.0,25,通过,服饰零售,582.8,1127
RETL-202512-086611,零售行业,7.0,427.0,大连,二线城市,338.0,62.9,48.4,29,通过,文具零售,636.7,5891
RETL-202512-046647,零售行业,12.0,408.2,杭州,新一线城市,935.0,37.1,25.6,49,通过,便利店,731.9,8268
RETL-202512-049116,零售行业,7.0,495.4,上海,一线城市,333.0,224.3,137.1,27,通过,综合商超,172.4,1738
RETL-202512-281623,零售行业,15.0,291.8,邯郸,三线及以下,867.0,913.4,738.2,66,通过,美妆零售,859.5,48957
RETL-202512-676607,零售行业,1.0,450.8,沈阳,二线城市,904.0,54.0,36.0,9,通过,生鲜零售,793.9,1974
RETL-202512-325528,零售行业,14.0,179.9,大连,二线城市,823.0,522.9,350.0,103,通过,便利店,835.3,25073
RETL-202512-668784,零售行业,,398.9,杭州,新一线城市,830.0,831.7,659.8,108,通过,便利店,1096.0,39580
RETL-202512-568562,零售行业,11.0,30.9,沈阳,二线城市,440.0,177.2,111.2,27,通过,生鲜零售,416.7,9246
RETL-202512-146598,零售行业,7.0,231.2,西安,新一线城市,519.0,121.7,75.3,49,通过,生鲜零售,542.6,6613
RETL-202512-686663,零售行业,5.0,194.4,唐山,三线及以下,613.0,425.8,349.1,13,通过,生鲜零售,630.7,7631
RETL-202512-115923,零售行业,5.0,302.1,常州,三线及以下,518.0,355.5,220.1,60,通过,生鲜零售,522.3,5699
